datetime,price
6/28/2017 7:04,2450.03
6/28/2017 7:04,2553.68
6/28/2017 7:05,2449.03
6/28/2017 7:05,2558.74
6/28/2017 7:06,2450.64
6/28/2017 7:06,2550.74
6/28/2017 7:07,2450.64
6/28/2017 7:07,2550.73
6/28/2017 7:08,2449.06
6/28/2017 7:08,2550.73
6/28/2017 7:09,2452.7
6/28/2017 7:09,2550.73
6/28/2017 7:10,2450.25
6/28/2017 7:10,2558
6/28/2017 7:11,2447.67
6/28/2017 7:11,2554.78
6/28/2017 7:12,2453
6/28/2017 7:12,2554.78
6/28/2017 7:13,2457.47
6/28/2017 7:13,2554.78
6/28/2017 7:14,2458.5
6/28/2017 7:14,2553.63
6/28/2017 7:15,2462.6
6/28/2017 7:15,2545
6/28/2017 7:16,2455.13
6/28/2017 7:16,2545
6/28/2017 7:17,2459.8
6/28/2017 7:17,2550.82
6/28/2017 7:18,2461.48
6/28/2017 7:18,2550.82
6/28/2017 7:19,2464.42
6/28/2017 7:19,2563.85
6/28/2017 7:20,2471.07
6/28/2017 7:20,2558.75
6/28/2017 7:21,2472.92
6/28/2017 7:21,2558.76
6/28/2017 7:22,2472.25
6/28/2017 7:22,2558.76
6/28/2017 7:23,2481.95
6/28/2017 7:23,2558.76
6/28/2017 7:24,2481.96
6/28/2017 7:24,2574.99
6/28/2017 7:25,2485.97
6/28/2017 7:25,2574.99
6/28/2017 7:26,2490.01
